,user,time,tweet_text,lat,long,location,hashtags
2379,IbeEne16,Sun Nov 08 08:33:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2380,Akenitta,Sun Nov 08 08:32:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Where am I? ,[]
2381,OjoToluwashe,Sun Nov 08 08:30:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2382,Steam_17,Sun Nov 08 08:28:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2383,mentalgod_,Sun Nov 08 08:28:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,You need to keep up,[]
2384,_notdan_,Sun Nov 08 08:27:17 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Oblivion,[]
2385,_til_ewa_,Sun Nov 08 08:26:36 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Some other dimension,[]
2386,EKTiGER16,Sun Nov 08 08:26:13 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,somewhere in the world,[]
2387,elias_zainab,Sun Nov 08 08:26:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2388,ositadino,Sun Nov 08 08:24:52 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Naija,[]
2389,Opywhizle,Sun Nov 08 08:24:47 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2390,guze_ak,Sun Nov 08 08:24:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Manchester, England",[]
2391,elffromthefhell,Sun Nov 08 08:24:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2392,id_bash,Sun Nov 08 08:21:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2393,Sammyskips,Sun Nov 08 08:20:52 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Clouds ,[]
2394,okunrinmewa,Sun Nov 08 08:20:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2395,Giftcyprian2,Sun Nov 08 08:20:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2396,hayhaywhy,Sun Nov 08 08:19:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lasgidi,[]
2397,cymiezolhae,Sun Nov 08 08:19:20 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos Nigeria,[]
2398,solibayo,Sun Nov 08 08:18:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Somewhere on PoW blockchains,[]
2399,iam____jesse,Sun Nov 08 08:16:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Searching.....,[]
2400,_Da_Poldi,Sun Nov 08 08:16:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,SPACE. touring the Universe,[]
2401,Mikhaelbronze,Sun Nov 08 08:15:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2402,IComeIn_Peacee,Sun Nov 08 08:15:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2403,MrFemiOwoeye,Sun Nov 08 08:14:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2404,SheikheAbdullah,Sun Nov 08 08:14:43 +0000 2020,@hamzashafqaat @wahab_ahqar Will you be actually prosecuting this sexual predator or will the case just disappear into thin air like most of them do &amp; he turns up as the bank manager at another branch because he has friends in high places?,,,"Toronto, Ontario",[]
2405,kingtonnni,Sun Nov 08 08:14:14 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2406,gingergirlxxx,Sun Nov 08 08:11:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,LAGOS,[]
2407,Yuhbbie,Sun Nov 08 08:10:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2408,stanleysuen,Sun Nov 08 08:10:19 +0000 2020,"RT WIRED : Celebrate, or commiserate, without breaking the bank. https://t.co/nhj6vU4Ipb",,,"Toronto, Ontario",[]
2409,8507Cathy,Sun Nov 08 08:09:27 +0000 2020,"I can’t wait for all of the corruption, lies, inside trade, theft of tax dollars &amp; American money, Trumps tax info, tax fraud, bank fraud, misuse of campaign money, and a million other corrupt things Trump was involved in doing!!!' Just waiting for it to hit the fan!!! https://t.co/eqrYUMdC9M",,,,[]
2410,theDrBkrTlr,Sun Nov 08 08:08:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Western Africa ,[]
2411,halfamaka,Sun Nov 08 08:06:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2412,AAkporoh,Sun Nov 08 08:06:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2413,NutritionGlobal,Sun Nov 08 08:05:44 +0000 2020,7 Ways to Eat Healthy Without Breaking the Bank https://t.co/nnpiCSKa2h #nutrition,,,Toronto,"[{'text': 'nutrition', 'indices': [72, 82]}]"
2414,UcheKalu_,Sun Nov 08 08:05:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2415,Ukeme__,Sun Nov 08 08:03:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2416,iamcollins6,Sun Nov 08 08:02:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2417,therealigbinosa,Sun Nov 08 07:58:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2418,brownvic01,Sun Nov 08 07:56:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Worldwide ,[]
2419,Le_Pierrot_,Sun Nov 08 07:54:20 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2420,AlexOgeSamz,Sun Nov 08 07:54:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2421,Hantymija,Sun Nov 08 07:54:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2422,aadekile,Sun Nov 08 07:54:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2423,thatboi_vinc3,Sun Nov 08 07:52:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2424,getglaxo,Sun Nov 08 07:52:12 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2425,EnahoroJude,Sun Nov 08 07:51:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2426,bammy15,Sun Nov 08 07:50:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,lagos,[]
2427,sixfo_grp,Sun Nov 08 07:49:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,God's Green Earth,[]
2428,its_uncleEM,Sun Nov 08 07:47:12 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Manchester, England",[]
2429,GIdogho,Sun Nov 08 07:47:02 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos nigeria,[]
2430,SmkyRobbs,Sun Nov 08 07:46:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos. NY.,[]
2431,mr_eltee_,Sun Nov 08 07:46:33 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Somewhere on planet earth,[]
2432,refersonu,Sun Nov 08 07:45:19 +0000 2020,"RT @TarekFatah: Security guard at a Pakistani bank kills the bank's manager, accusing him of #blasphemy after a heated argument. 

Crowds t…",,,,"[{'text': 'blasphemy', 'indices': [93, 103]}]"
2433,Jamiyu_oMoEbirA,Sun Nov 08 07:44:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2434,weecieAyan691,Sun Nov 08 07:44:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2435,Wild_Spirit420,Sun Nov 08 07:43:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,So Far Gone,[]
2436,RiyikeK,Sun Nov 08 07:42:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2437,djrobitonzz,Sun Nov 08 07:42:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2438,viktorpablo,Sun Nov 08 07:41:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Vancouver, BC ",[]
2439,dhanesh26748499,Sun Nov 08 07:41:41 +0000 2020,"RT @TarekFatah: Security guard at a Pakistani bank kills the bank's manager, accusing him of #blasphemy after a heated argument. 

Crowds t…",,,"Tamil Nadu, India","[{'text': 'blasphemy', 'indices': [93, 103]}]"
2440,Aryor_mide,Sun Nov 08 07:40:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2441,Uchisman,Sun Nov 08 07:39:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2442,Alara_COMPLETE,Sun Nov 08 07:38:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2443,iam_olams,Sun Nov 08 07:37:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2444,add3lle,Sun Nov 08 07:36:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Accra, Ghana",[]
2445,onemanxx01,Sun Nov 08 07:36:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2446,iamerhymz,Sun Nov 08 07:35:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,La La Land ,[]
2447,See_Youngkleed,Sun Nov 08 07:35:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2448,yomicaxton,Sun Nov 08 07:33:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abuja - Nigeria,[]
2449,buddie2k3,Sun Nov 08 07:33:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2450,Chris_Bell_TO,Sun Nov 08 07:33:15 +0000 2020,@kaitlancollins @neal_katyal Especially looking forward to Trump having to provide a DNA sample in the Jean Carroll rape &amp; defamation lawsuit. And tax returns. And Deutsch Bank wanting its $300 million loan back.,,,"Toronto, Canada",[]
2451,Eazy_095,Sun Nov 08 07:32:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Dublin City, Ireland",[]
2452,me_Morte,Sun Nov 08 07:30:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ibadan, Nigeria",[]
2453,beejeoma,Sun Nov 08 07:29:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2454,daskeelz,Sun Nov 08 07:28:57 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,jos nigeria,[]
2455,johnteey,Sun Nov 08 07:28:33 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Canada,[]
2456,OSIC_102,Sun Nov 08 07:27:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2457,amosuntaiwo86,Sun Nov 08 07:26:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2458,ASAPYems,Sun Nov 08 07:26:50 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2459,raheembimpe,Sun Nov 08 07:26:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Where 'm supposd 2 b,[]
2460,Taycorps,Sun Nov 08 07:25:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ajah, Lagos ",[]
2461,maleekah_t,Sun Nov 08 07:25:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abe Igi Anu,[]
2462,husnah_XO,Sun Nov 08 07:25:19 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2463,omoshalie,Sun Nov 08 07:25:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2464,Charley_bwoi,Sun Nov 08 07:24:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Toronto,[]
2465,petitmoore,Sun Nov 08 07:24:36 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Stockport, Manchester. 🇬🇧",[]
2466,pharmtoby,Sun Nov 08 07:24:10 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Everywhere ,[]
2467,Soso69,Sun Nov 08 07:23:19 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ph City, Fct Abuja, Houston",[]
2468,karowlyn05,Sun Nov 08 07:22:30 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lasgidi Nigeria,[]
